fechacreacion;numeroincidente;duraciondias;idservicio;idtipodeservicio;identorno;idprioridad;idestado
2021-05-06;INC002000054219;13.648;129;1;0;4;9
2021-05-06;INC002000054220;12.6475;80;1;0;4;9
2021-05-06;INC002000054221;21.6474;129;2;2;4;10
2021-05-06;INC002000054222;12.6427;103;1;0;4;9
2021-05-06;INC002000054223;12.6262;101;2;0;4;10
2021-05-06;INC002000054224;15.6084;15;1;2;1;10
2021-05-06;INC002000054225;13.6033;15;2;2;4;10
2021-05-06;INC002000054226;8.59818;129;2;2;1;10
2021-05-06;INC002000054227;11.587;175;1;0;1;9
2021-05-06;INC002000054228;13.5037;172;2;0;4;10
2021-05-06;INC002000054229;18.5025;172;2;0;4;10
2021-05-06;INC002000054230;20.4975;129;1;0;4;9
2021-05-06;INC002000054231;11.4969;175;1;0;1;9
2021-05-06;INC002000054232;7.49388;27;1;0;4;9
2021-05-06;INC002000054233;152.326;175;1;0;4;13
2021-05-06;INC002000054234;8.4852;25;1;0;4;9
2021-05-06;INC002000054236;8.47199;68;1;0;4;9
2021-05-06;INC002000054237;7.47016;39;1;1;2;11
2021-05-06;INC002000054238;8.46718;47;2;2;1;10
2021-05-06;INC002000054239;8.41788;59;1;0;1;9
2021-05-06;INC002000054240;7.41677;115;2;0;1;9
2021-05-06;INC002000054241;7.34785;101;1;0;1;9
2021-05-06;INC002000054242;25.3401;47;2;2;1;10
2021-05-06;INC002000054243;7.33825;165;2;2;1;10
2021-05-06;INC002000054244;8.32631;129;2;2;4;10
2021-05-06;INC002000054245;8.31219;39;1;2;4;9
2021-05-06;INC002000054246;11.2869;115;2;0;1;9
2021-05-06;INC002000054247;7.28213;165;2;2;1;10
2021-05-06;INC002000054248;12.2784;175;2;0;4;9
2021-05-06;INC002000054249;20.2623;103;2;0;4;10
2021-05-06;INC002000054250;11.2565;25;2;0;4;10
2021-05-06;INC002000054251;106.254;103;2;2;4;9
2021-05-06;INC002000054252;27.2517;103;2;0;4;10
2021-05-06;INC002000054253;19.2504;103;2;0;4;10
2021-05-06;INC002000054254;11.2495;165;1;1;4;11
2021-05-07;INC002000054255;7.78455;167;2;0;1;10
2021-05-07;INC002000054256;7.758;68;1;0;4;9
2021-05-07;INC002000054257;7.75623;151;2;2;1;10
2021-05-07;INC002000054258;9.74854;129;1;0;1;9
2021-05-07;INC002000054259;11.7483;151;1;2;4;10
2021-05-07;INC002000054260;13.7478;63;1;0;4;9
2021-05-07;INC002000054261;32.747;161;1;0;1;10
2021-05-07;INC002000054262;10.7442;115;1;0;4;9
2021-05-07;INC002000054263;11.7408;129;1;0;4;9
2021-05-07;INC002000054264;12.7301;129;2;2;4;10
2021-05-07;INC002000054265;52.729;47;2;2;4;10
2021-05-07;INC002000054266;7.65962;68;1;0;4;9
2021-05-07;INC002000054267;8.58902;39;1;1;2;11
2021-05-07;INC002000054268;7.5883;39;1;2;4;11
2021-05-07;INC002000054269;12.5803;80;2;2;1;10
2021-05-07;INC002000054270;17.5675;175;1;0;1;10
2021-05-07;INC002000054271;14.5517;154;1;0;4;9
2021-05-07;INC002000054272;10.5368;41;1;2;2;9
2021-05-07;INC002000054273;10.5359;41;1;1;2;11
2021-05-07;INC002000054274;10.5353;41;1;1;2;11
2021-05-07;INC002000054275;7.5334;68;2;2;4;10
2021-05-07;INC002000054276;10.5308;41;1;1;2;11
2021-05-07;INC002000054278;11.5101;175;1;0;2;9
2021-05-07;INC002000054279;7.49715;175;2;0;1;9
2021-05-07;INC002000054280;10.4857;72;1;2;4;9
2021-05-07;INC002000054281;10.475;172;1;2;4;9
2021-05-07;INC002000054283;7.46926;68;2;2;4;10
2021-05-07;INC002000054284;151.242;159;2;2;1;13
2021-05-07;INC002000054285;7.39656;41;2;2;3;10
2021-05-07;INC002000054286;11.3798;175;2;0;4;10
2021-05-07;INC002000054287;11.32;175;1;0;4;9
2021-05-08;INC002000054288;9.21002;25;2;0;1;10
2021-05-09;INC002000054289;25.9981;175;1;0;2;9
2021-05-09;INC002000054290;8.28135;151;2;2;1;10
2021-05-09;INC002000054291;9.25045;47;2;2;4;10
2021-05-10;INC002000054292;20.9172;47;2;2;4;10
2021-05-10;INC002000054293;7.75913;29;2;2;2;10
2021-05-10;INC002000054294;10.7447;151;1;2;4;9
2021-05-10;INC002000054295;21.6818;129;2;2;4;10
2021-05-10;INC002000054296;20.6799;53;2;2;4;9
2021-05-10;INC002000054297;7.676;8;1;2;4;9
2021-05-10;INC002000054298;8.67181;72;2;2;1;10
2021-05-10;INC002000054299;13.6656;1;2;0;1;11
2021-05-10;INC002000054300;9.66541;172;2;0;4;10
2021-05-06;INC002000054301;8.73168;68;1;0;1;9
2021-05-06;INC002000054302;8.73116;15;1;2;4;9
2021-05-06;INC002000054303;75.731;47;1;2;4;10
2021-05-06;INC002000054304;7.72756;175;1;0;1;9
2021-05-06;INC002000054305;7.72515;172;1;1;4;11
2021-05-06;INC002000054307;8.71856;68;2;2;4;10
2021-05-06;INC002000054308;21.7144;175;1;0;4;9
2021-05-06;INC002000054309;19.714;33;1;0;2;9
2021-05-06;INC002000054310;13.7065;47;1;1;4;11
2021-05-06;INC002000054311;7.7041;103;2;0;2;10
2021-05-06;INC002000054312;8.69998;8;1;2;4;9
2021-05-06;INC002000054313;7.6976;47;2;2;1;10
2021-05-06;INC002000054314;7.69666;103;2;0;4;9
2021-05-06;INC002000054315;8.69189;47;2;2;1;10
2021-05-06;INC002000054316;8.67635;60;2;0;1;10
2021-05-06;INC002000054317;152.502;109;2;0;4;14
2021-05-06;INC002000054318;90.6633;72;1;2;4;10
2021-05-06;INC002000054319;7.66299;14;1;0;4;9
2021-05-06;INC002000054320;7.65994;5;2;0;1;10
2021-05-06;INC002000054321;7.63603;80;1;0;2;9
2021-05-06;INC002000054322;7.63561;129;1;1;4;11
2021-05-06;INC002000054323;11.6286;168;1;0;4;9
2021-05-06;INC002000054324;7.61544;109;2;0;1;10
2021-05-06;INC002000054325;8.61359;103;1;0;4;9
2021-05-06;INC002000054326;8.61051;60;2;0;1;10
2021-05-06;INC002000054327;8.59376;127;1;0;4;9
2021-05-06;INC002000054328;20.5848;151;1;2;4;10
2021-05-06;INC002000054329;27.5727;129;2;2;1;10
2021-05-06;INC002000054331;11.5613;47;1;1;4;11
2021-05-06;INC002000054332;7.53436;154;1;2;2;9
2021-05-06;INC002000054333;18.5294;175;1;0;2;9
2021-05-06;INC002000054335;22.5261;103;2;0;4;10
2021-05-06;INC002000054337;13.5158;59;1;0;4;9
2021-05-06;INC002000054338;7.50949;154;1;0;1;9
2021-05-06;INC002000054339;7.50918;172;1;1;4;11
2021-05-06;INC002000054340;7.50819;28;1;2;4;9
2021-05-06;INC002000054341;8.50804;47;2;2;1;10
2021-05-06;INC002000054342;8.50562;129;1;0;1;9
2021-05-06;INC002000054343;8.45225;165;1;2;4;9
2021-05-06;INC002000054344;8.45034;39;2;2;1;10
2021-05-06;INC002000054345;103.442;15;2;2;4;10
2021-05-06;INC002000054346;25.4347;47;2;2;1;10
2021-05-06;INC002000054347;25.4328;47;2;2;1;10
2021-05-06;INC002000054348;12.4263;25;1;0;4;9
2021-05-06;INC002000054349;20.4138;29;1;2;2;9
2021-05-06;INC002000054350;17.4089;129;1;1;4;10
2021-05-06;INC002000054351;8.40369;115;1;0;1;9
2021-05-06;INC002000054352;7.40272;175;2;0;1;9
2021-05-06;INC002000054353;11.394;146;1;0;4;9
2021-05-06;INC002000054355;8.38883;15;1;2;1;9
2021-05-06;INC002000054356;8.37183;129;2;2;1;10
2021-05-06;INC002000054357;8.35944;80;2;0;1;10
2021-05-06;INC002000054358;7.35667;146;1;0;4;9
2021-05-06;INC002000054359;11.3549;146;1;0;4;9
2021-05-06;INC002000054360;13.3446;129;1;0;4;9
2021-05-06;INC002000054361;8.33434;129;1;0;4;9
2021-05-06;INC002000054362;39.281;103;2;0;1;10
2021-05-06;INC002000054364;8.25132;33;2;0;1;10
2021-05-06;INC002000054365;8.24843;146;1;0;4;9
2021-05-06;INC002000054366;25.2131;103;2;0;4;10
2021-05-06;INC002000054367;8.20993;129;2;2;1;10
2021-05-06;INC002000054368;12.1875;23;2;2;1;10
2021-05-06;INC002000054369;27.1816;63;1;1;4;11
2021-05-06;INC002000054370;19.1791;151;1;1;4;11
2021-05-06;INC002000054371;8.17807;151;1;1;4;11
2021-05-06;INC002000054372;8.17801;175;2;0;1;9
2021-05-06;INC002000054373;8.17669;80;1;1;4;11
2021-05-06;INC002000054374;8.17037;47;2;2;1;10
2021-05-07;INC002000054375;7.1513;175;2;0;1;10
2021-05-07;INC002000054376;8.05539;25;2;0;4;10
2021-05-07;INC002000054378;12.9243;67;1;0;4;9
2021-05-07;INC002000054380;7.83593;175;2;0;4;11
2021-05-07;INC002000054382;7.81035;109;2;0;1;10
2021-05-07;INC002000054383;26.8074;25;1;0;4;9
2021-05-07;INC002000054384;7.80272;129;2;2;4;10
2021-05-07;INC002000054385;14.7826;168;2;0;1;10
2021-05-07;INC002000054386;10.7773;72;2;2;4;10
2021-05-07;INC002000054387;7.77147;146;2;0;4;10
2021-05-07;INC002000054388;7.76935;129;1;0;4;9
2021-05-07;INC002000054389;7.76594;47;2;2;1;10
2021-05-07;INC002000054390;7.76529;164;1;1;4;11
2021-05-07;INC002000054391;24.7524;129;1;0;4;10
2021-05-07;INC002000054392;7.74978;60;1;0;4;9
2021-05-07;INC002000054393;7.74728;129;1;2;4;9
2021-05-07;INC002000054394;10.7462;168;1;2;4;11
2021-05-07;INC002000054395;35.7347;47;2;2;1;10
2021-05-07;INC002000054396;7.73022;68;1;0;4;9
2021-05-07;INC002000054397;10.7234;101;1;0;4;9
2021-05-07;INC002000054398;7.71314;43;1;0;4;9
2021-05-07;INC002000054399;28.7036;15;2;2;4;10
2021-05-07;INC002000054400;10.7001;175;2;0;4;10
2021-05-07;INC002000054401;18.6925;129;2;2;4;10
2021-05-07;INC002000054402;39.6923;15;2;2;4;10
2021-05-07;INC002000054403;10.6909;157;1;0;1;9
2021-05-07;INC002000054404;13.6775;165;1;2;4;9
2021-05-07;INC002000054405;10.6697;161;2;0;4;10
2021-05-07;INC002000054406;10.6677;41;2;2;1;10
2021-05-07;INC002000054407;14.6587;168;1;1;4;11
2021-05-07;INC002000054408;7.64845;47;1;1;4;11
2021-05-07;INC002000054409;10.6424;108;1;0;4;9
2021-05-07;INC002000054410;13.6405;175;1;0;4;9
2021-05-07;INC002000054411;17.6328;172;1;1;4;11
2021-05-07;INC002000054412;23.6325;53;2;2;1;10
2021-05-07;INC002000054413;10.6254;129;2;2;4;10
2021-05-07;INC002000054414;14.6208;63;1;0;4;9
2021-05-07;INC002000054415;10.6193;175;1;0;4;9
2021-05-07;INC002000054416;14.6151;63;1;0;4;9
2021-05-07;INC002000054417;13.6149;157;1;0;4;9
2021-05-07;INC002000054418;14.6114;29;1;2;1;9
2021-05-07;INC002000054419;23.6053;72;1;2;4;10
2021-05-07;INC002000054420;17.6035;80;1;0;4;9
2021-05-07;INC002000054421;7.60091;80;2;2;1;10
2021-05-07;INC002000054423;17.5493;129;1;0;4;9
2021-05-07;INC002000054424;7.54094;29;2;2;4;10
2021-05-07;INC002000054425;10.5368;23;1;2;4;9
2021-05-07;INC002000054426;10.5349;15;2;2;1;9
2021-05-07;INC002000054427;151.357;103;1;2;1;14
2021-05-07;INC002000054428;8.49021;157;1;0;1;9
2021-05-07;INC002000054429;10.4817;175;1;0;2;9
2021-05-07;INC002000054430;10.4799;175;1;0;2;9
2021-05-07;INC002000054431;10.477;175;1;0;2;9
2021-05-07;INC002000054432;10.4664;15;1;2;4;9
2021-05-07;INC002000054434;10.4087;129;1;0;4;9
2021-05-07;INC002000054435;8.38749;129;2;2;4;10
2021-05-07;INC002000054436;11.365;72;1;1;4;11
2021-05-07;INC002000054437;11.3215;103;2;0;1;10
2021-05-07;INC002000054438;7.30882;157;1;0;4;9
2021-05-07;INC002000054439;7.2917;146;1;0;4;9
2021-05-07;INC002000054440;33.2782;175;2;0;1;10
2021-05-07;INC002000054441;24.2507;60;1;0;4;9
2021-05-07;INC002000054442;11.2491;172;1;2;4;9
2021-05-07;INC002000054443;10.2325;47;2;2;1;10
2021-05-07;INC002000054444;10.2058;47;2;2;1;10
2021-05-08;INC002000054445;10.1265;139;2;0;2;11
2021-05-08;INC002000054446;7.09985;72;2;2;3;9
2021-05-08;INC002000054447;9.90301;148;2;2;3;10
2021-05-08;INC002000054448;8.88631;162;2;2;3;10
2021-05-08;INC002000054449;9.73025;129;2;2;1;10
2021-05-08;INC002000054450;9.67642;146;1;0;4;9
2021-05-08;INC002000054451;30.5293;5;2;0;4;10
2021-05-08;INC002000054452;9.52087;25;2;0;1;10
2021-05-08;INC002000054453;7.25737;53;1;2;4;9
2021-05-08;INC002000054454;7.25639;53;1;2;4;9
2021-05-08;INC002000054455;7.25569;53;1;2;4;9
2021-05-08;INC002000054456;7.2551;53;1;2;4;9
2021-05-08;INC002000054457;7.25458;53;1;2;4;9
2021-05-08;INC002000054458;10.2382;162;2;2;4;10
2021-05-09;INC002000054459;8.72714;115;2;2;1;10
2021-05-10;INC002000054461;7.86485;129;2;2;1;10
2021-05-10;INC002000054462;30.8345;8;1;2;4;11
2021-05-10;INC002000054463;7.80458;63;2;2;4;10
2021-05-10;INC002000054464;49.7836;47;2;2;4;10
2021-05-10;INC002000054465;11.7788;129;2;2;1;10
2021-05-10;INC002000054466;10.7777;154;1;0;4;9
2021-05-10;INC002000054467;7.77733;175;1;0;4;9
2021-05-10;INC002000054468;9.77542;165;1;2;4;9
2021-05-10;INC002000054469;7.77145;43;1;0;4;9
2021-05-10;INC002000054470;7.75398;162;2;2;3;10
2021-05-10;INC002000054471;7.75314;151;1;2;4;9
2021-05-10;INC002000054472;86.7474;47;1;2;4;10
2021-05-10;INC002000054473;8.74562;25;1;0;4;9
2021-05-10;INC002000054474;7.74356;43;1;0;4;9
2021-05-10;INC002000054475;7.7411;53;2;1;2;11
2021-05-10;INC002000054476;9.73902;165;1;2;4;9
2021-05-10;INC002000054477;22.7362;129;1;0;4;9
2021-05-10;INC002000054478;9.71586;60;1;0;4;9
2021-05-10;INC002000054479;7.71419;62;1;2;4;9
2021-05-10;INC002000054480;7.7115;127;1;0;1;9
2021-05-10;INC002000054481;16.71;15;1;2;1;10
2021-05-10;INC002000054482;8.70918;72;1;2;4;11
2021-05-10;INC002000054483;8.70844;175;1;0;4;9
2021-05-10;INC002000054484;8.70394;47;2;2;1;10
2021-05-10;INC002000054485;18.7033;63;2;2;4;10
2021-05-10;INC002000054486;19.7028;129;1;0;4;9
2021-05-10;INC002000054487;22.7009;60;2;2;1;10
2021-05-10;INC002000054488;7.6984;154;1;0;4;9
2021-05-10;INC002000054490;21.6913;115;2;2;1;10
2021-05-10;INC002000054491;7.69127;165;1;1;4;11
2021-05-10;INC002000054492;7.68742;47;2;2;4;10
2021-05-10;INC002000054493;16.681;68;1;0;1;9
2021-05-10;INC002000054494;8.68038;63;1;2;1;11
2021-05-10;INC002000054495;7.67963;47;2;2;1;10
2021-05-10;INC002000054496;8.67167;15;2;2;1;10
2021-05-10;INC002000054497;8.66745;68;2;2;4;10
2021-05-10;INC002000054498;9.66234;161;1;1;4;11
2021-05-10;INC002000054499;9.66216;101;2;2;4;10
2021-05-10;INC002000054500;8.65838;109;2;2;4;10
2021-05-10;INC002000054501;9.66088;165;1;2;4;9
2021-05-10;INC002000054502;23.6563;89;1;0;2;10
2021-05-10;INC002000054503;17.6394;47;2;2;1;10
2021-05-10;INC002000054504;8.63578;47;1;2;4;9
2021-05-10;INC002000054505;7.61631;165;1;1;1;11
2021-05-10;INC002000054506;9.61588;161;1;1;2;11
2021-05-10;INC002000054507;21.6118;154;1;2;4;10
2021-05-10;INC002000054508;7.61058;15;1;2;1;9
2021-05-10;INC002000054509;13.5998;47;2;2;1;10
2021-05-10;INC002000054510;21.5926;103;1;0;4;9
2021-05-10;INC002000054511;7.59;129;2;2;1;10
2021-05-10;INC002000054512;9.58655;39;2;2;4;10
2021-05-10;INC002000054513;10.5859;129;1;0;4;9
2021-05-10;INC002000054514;11.5839;68;1;0;1;9
2021-05-10;INC002000054515;24.5834;60;1;0;1;10
2021-05-10;INC002000054516;8.57785;103;2;0;1;10
2021-05-10;INC002000054517;7.56892;33;1;0;4;9
2021-05-10;INC002000054518;18.5678;115;1;0;4;9
2021-05-10;INC002000054519;8.5612;47;2;2;1;10
2021-05-10;INC002000054521;8.53415;33;1;0;1;10
2021-05-10;INC002000054522;67.5321;72;2;2;1;10
2021-05-10;INC002000054524;9.51862;103;2;0;1;10
2021-05-10;INC002000054525;49.5058;21;1;0;1;9
2021-05-10;INC002000054526;7.50416;95;2;0;1;10
2021-05-10;INC002000054527;7.49626;47;1;2;4;9
2021-05-10;INC002000054529;13.4656;47;2;2;4;10
2021-05-10;INC002000054530;8.45824;129;1;1;4;9
2021-05-10;INC002000054531;9.45083;60;2;2;1;10
2021-05-10;INC002000054532;9.44699;103;2;0;4;10
2021-05-10;INC002000054533;10.4364;151;1;2;4;9
2021-05-10;INC002000054535;8.33235;25;1;2;1;9
2021-05-10;INC002000054536;7.32793;146;1;0;4;9
2021-05-10;INC002000054537;9.31056;168;1;0;4;9
2021-05-10;INC002000054539;8.2737;77;2;0;4;10
2021-05-10;INC002000054540;8.26848;129;1;0;4;9
2021-05-11;INC002000054542;7.71953;39;1;2;4;11
2021-05-11;INC002000054545;8.68819;29;1;2;4;9
2021-05-11;INC002000054546;13.6864;109;2;2;1;10
2021-05-11;INC002000054547;19.6261;115;1;0;2;9
2021-05-11;INC002000054548;8.62328;39;1;2;4;9
2021-05-11;INC002000054549;15.6079;72;1;2;4;10
2021-05-11;INC002000054550;8.59983;175;1;0;1;9
2021-05-11;INC002000054551;9.59517;175;1;0;4;9
2021-05-11;INC002000054552;7.59208;172;2;2;4;10
2021-05-11;INC002000054553;7.59013;162;1;2;4;9
2021-05-11;INC002000054554;14.59;15;1;2;4;9
2021-05-11;INC002000054555;7.58167;68;2;2;1;10
2021-05-11;INC002000054556;17.5771;82;1;2;4;10
2021-05-11;INC002000054557;14.5705;162;2;2;1;10
2021-05-11;INC002000054558;13.5689;80;1;0;4;9
2021-05-11;INC002000054559;16.5445;172;1;1;1;11
2021-05-11;INC002000054560;8.53132;29;1;2;4;9
2021-05-11;INC002000054561;10.5307;29;1;2;1;10
2021-05-11;INC002000054562;7.52696;175;2;0;1;10
2021-05-11;INC002000054563;7.52503;129;1;0;4;9
2021-05-11;INC002000054564;20.514;25;1;0;4;9
2021-05-11;INC002000054565;8.5105;109;1;0;1;9
2021-05-11;INC002000054566;85.5089;29;1;2;4;9
2021-05-11;INC002000054567;20.5037;129;1;0;4;9
2021-05-11;INC002000054568;7.50127;62;1;2;4;9
2021-05-11;INC002000054569;61.501;47;1;2;4;10
2021-05-11;INC002000054570;23.5003;60;1;0;4;10
2021-05-11;INC002000054571;10.499;129;1;0;4;9
2021-05-11;INC002000054572;43.4973;165;1;2;2;11
2021-05-11;INC002000054573;18.4775;168;1;0;4;9
2021-05-11;INC002000054574;7.45846;157;1;0;4;9
2021-05-11;INC002000054575;16.4378;135;1;0;4;9
2021-05-11;INC002000054576;22.437;72;1;2;4;10
2021-05-11;INC002000054577;8.41742;146;2;2;1;10
2021-05-11;INC002000054578;9.40584;129;1;0;1;10
2021-05-11;INC002000054579;10.4008;63;1;1;4;11
2021-05-11;INC002000054580;147.126;103;2;2;4;13
2021-05-11;INC002000054581;23.2851;103;2;0;4;10
2021-05-11;INC002000054582;8.21731;115;1;0;1;9
2021-05-11;INC002000054583;13.1806;103;2;0;1;10
2021-05-11;INC002000054584;7.17998;146;1;0;4;9
2021-05-11;INC002000054585;7.17049;146;1;0;4;9
2021-05-12;INC002000054586;7.16662;115;2;2;3;9
2021-05-12;INC002000054587;8.14029;129;2;2;4;10
2021-05-12;INC002000054588;7.93839;157;2;2;1;10
2021-05-12;INC002000054589;7.80253;175;2;0;1;10
2021-05-12;INC002000054590;9.77822;47;1;2;4;11
2021-05-12;INC002000054591;26.7459;15;1;2;1;10
2021-05-12;INC002000054593;13.7381;115;2;2;4;10
2021-05-12;INC002000054594;40.7364;72;1;1;4;11
2021-05-12;INC002000054595;146.493;175;1;0;4;4
2021-05-12;INC002000054596;12.6423;172;2;0;1;10
2021-05-12;INC002000054597;14.641;39;1;2;4;9
2021-05-12;INC002000054598;7.6337;151;2;2;4;10
2021-05-12;INC002000054599;7.62788;154;1;0;4;9
2021-05-12;INC002000054600;12.6272;175;1;0;4;9
2021-05-10;INC002000054601;7.65406;175;1;0;4;9
2021-05-10;INC002000054602;7.65231;41;1;2;2;9
2021-05-10;INC002000054603;7.65053;172;2;0;1;11
2021-05-10;INC002000054604;8.64664;62;1;2;4;9
2021-05-10;INC002000054605;18.6458;39;1;2;2;9
2021-05-10;INC002000054606;7.64306;29;2;2;4;10
2021-05-10;INC002000054609;28.605;47;1;2;1;10
2021-05-10;INC002000054610;8.60197;165;2;2;1;10
2021-05-10;INC002000054611;8.53727;165;2;2;1;10
2021-05-10;INC002000054612;21.5093;165;2;2;2;10
2021-05-10;INC002000054613;39.5089;129;1;0;4;9
2021-05-10;INC002000054614;14.507;129;1;0;4;9
2021-05-10;INC002000054615;13.5024;43;1;2;1;9
2021-05-10;INC002000054616;22.4898;63;1;0;1;10
2021-05-10;INC002000054617;10.4838;72;1;2;2;9
2021-05-10;INC002000054618;15.4799;175;1;0;4;9
2021-05-10;INC002000054619;7.47637;47;2;2;1;10
2021-05-10;INC002000054620;9.45535;33;1;0;4;9
2021-05-10;INC002000054621;7.45495;146;1;0;1;9
2021-05-10;INC002000054622;8.44401;175;1;0;4;9
2021-05-10;INC002000054623;22.4431;25;1;0;4;9
2021-05-10;INC002000054624;10.4402;162;2;2;4;10
2021-05-10;INC002000054625;7.43919;25;2;0;1;9
2021-05-10;INC002000054626;9.43435;33;1;0;4;9
2021-05-10;INC002000054627;18.4318;146;1;2;1;10
2021-05-10;INC002000054628;8.41752;15;1;2;1;9
2021-05-10;INC002000054629;25.4139;47;1;2;1;10
2021-05-10;INC002000054630;15.4136;63;2;2;4;10
2021-05-10;INC002000054631;29.4113;108;1;0;4;10
2021-05-10;INC002000054632;8.409;15;1;2;1;9
2021-05-10;INC002000054633;9.39251;80;1;1;4;11
2021-05-10;INC002000054634;14.389;72;1;2;4;10
2021-05-10;INC002000054635;8.3783;146;1;0;4;9
2021-05-10;INC002000054636;9.37444;129;1;0;4;9
2021-05-10;INC002000054637;22.3647;47;1;2;4;10
2021-05-10;INC002000054638;7.36101;109;1;0;4;11
2021-05-10;INC002000054639;8.34656;53;2;1;1;9
2021-05-10;INC002000054640;25.342;47;2;2;1;10
2021-05-10;INC002000054641;8.29066;175;1;0;4;9
2021-05-10;INC002000054642;8.25963;172;2;0;4;10
2021-05-10;INC002000054643;8.20031;25;2;0;1;10
2021-05-11;INC002000054644;11.0541;25;2;0;1;10
2021-05-11;INC002000054645;10.9302;148;2;2;1;10
2021-05-11;INC002000054646;7.92113;108;2;2;1;10
2021-05-11;INC002000054647;7.91715;80;2;2;1;10
2021-05-11;INC002000054648;7.91201;108;2;2;1;10
2021-05-11;INC002000054649;9.90742;41;2;2;4;10
2021-05-11;INC002000054650;7.87818;135;2;2;1;10
2021-05-11;INC002000054651;7.81905;172;2;2;1;10
2021-05-11;INC002000054652;9.8058;129;1;0;4;9
2021-05-11;INC002000054653;9.78382;175;2;0;4;10
2021-05-11;INC002000054654;56.7736;49;1;2;4;10
2021-05-11;INC002000054655;7.76559;168;1;2;4;11
2021-05-11;INC002000054656;21.7624;175;1;0;4;10
2021-05-11;INC002000054657;7.75861;175;1;0;2;9
2021-05-11;INC002000054658;9.75582;80;1;0;2;9
2021-05-11;INC002000054659;7.75476;151;2;2;1;10
2021-05-11;INC002000054660;39.7546;72;1;1;4;11
2021-05-11;INC002000054661;7.74492;175;2;0;4;10
2021-05-11;INC002000054662;7.74192;175;1;0;1;9
2021-05-11;INC002000054663;7.73954;168;1;2;4;11
2021-05-11;INC002000054664;9.73773;129;1;0;4;9
2021-05-11;INC002000054665;13.7369;129;1;0;4;10
2021-05-11;INC002000054666;9.73642;129;1;0;4;9
2021-05-11;INC002000054667;8.73216;25;2;0;1;10
2021-05-11;INC002000054668;10.7309;63;1;0;4;9
2021-05-11;INC002000054669;9.7225;72;1;2;4;9
2021-05-11;INC002000054670;7.71313;175;1;0;1;9
2021-05-11;INC002000054671;34.7097;165;2;2;2;10
2021-05-11;INC002000054672;7.70763;8;1;1;4;11
2021-05-11;INC002000054673;16.7033;18;2;2;4;10
2021-05-11;INC002000054674;9.70215;15;2;2;1;10
2021-05-11;INC002000054675;48.7016;47;2;2;1;10
2021-05-11;INC002000054676;7.70047;33;1;0;4;9
2021-05-11;INC002000054677;13.6951;33;1;0;4;9
2021-05-11;INC002000054678;9.69402;129;2;2;4;10
2021-05-11;INC002000054679;30.6935;72;1;2;4;11
2021-05-11;INC002000054680;7.69345;103;1;0;4;9
2021-05-11;INC002000054681;147.525;29;1;2;4;14
2021-05-11;INC002000054682;8.68985;29;1;2;4;9
2021-05-11;INC002000054683;7.68972;29;1;2;4;11
2021-05-11;INC002000054684;7.68582;129;1;0;4;9
2021-05-11;INC002000054685;8.68436;29;1;2;4;9
2021-05-11;INC002000054686;8.68113;89;1;0;4;9
2021-05-11;INC002000054687;7.67821;175;1;0;4;9
2021-05-11;INC002000054688;7.6704;15;1;2;4;9
2021-05-11;INC002000054689;147.493;47;1;2;4;3
2021-05-11;INC002000054690;7.64434;47;2;2;4;10
2021-05-11;INC002000054691;7.6438;109;2;2;1;9
2021-05-11;INC002000054692;8.64375;115;2;2;1;10
2021-05-11;INC002000054693;12.6358;47;2;2;4;10
2021-05-11;INC002000054694;19.6353;129;2;2;4;10
2021-05-11;INC002000054695;7.633;151;2;2;1;10
2021-05-11;INC002000054696;7.62811;115;1;0;2;9
2021-05-11;INC002000054697;27.5164;25;1;0;4;9
2021-05-11;INC002000054698;73.5116;33;1;0;1;10
2021-05-11;INC002000054699;48.4934;129;2;1;1;11
2021-05-11;INC002000054700;7.49145;175;2;0;1;10
2021-05-11;INC002000054701;7.48005;165;1;1;4;11
2021-05-11;INC002000054702;7.47424;129;1;0;4;9
2021-05-11;INC002000054703;8.46019;151;1;2;2;9
2021-05-11;INC002000054704;14.4599;129;1;0;4;9
2021-05-11;INC002000054705;8.45782;129;1;1;4;9
2021-05-11;INC002000054706;7.44796;165;1;2;4;11
2021-05-11;INC002000054707;77.4284;23;2;2;4;10
2021-05-11;INC002000054708;36.4064;15;1;2;1;10
2021-05-11;INC002000054709;24.4008;15;1;2;4;10
2021-05-11;INC002000054710;21.4004;103;1;0;4;10
2021-05-11;INC002000054711;7.39409;7;2;2;1;10
2021-05-11;INC002000054712;21.3927;15;1;2;4;10
2021-05-11;INC002000054713;8.37332;162;2;2;1;10
2021-05-11;INC002000054714;16.3533;25;2;0;1;10
2021-05-11;INC002000054715;15.3488;115;2;2;4;10
2021-05-11;INC002000054716;16.3369;131;1;2;4;9
2021-05-11;INC002000054717;14.2709;101;2;2;1;10
2021-05-11;INC002000054718;28.2522;63;1;0;4;10
2021-05-11;INC002000054719;8.24797;115;2;0;4;10
2021-05-12;INC002000054720;8.15464;16;2;2;3;10
2021-05-12;INC002000054721;8.12819;129;2;2;4;10
2021-05-12;INC002000054722;7.90922;129;2;2;1;10
2021-05-12;INC002000054723;7.80183;72;2;2;1;10
2021-05-12;INC002000054724;28.8011;129;2;2;1;10
2021-05-12;INC002000054725;13.787;25;1;0;4;9
2021-05-12;INC002000054726;7.781;29;2;2;2;10
2021-05-12;INC002000054727;7.77624;29;2;2;2;10
